,0,1
0,https://www.mdpi.com/1996-1944/11/4/626,"['Received: 13 March 2018', 'Revised: 12 April 2018', 'Accepted: 17 April 2018', 'Published: 19 April 2018']"
1,https://www.mdpi.com/1996-1944/13/23/5362,"['Received: 31 October 2020', 'Revised: 23 November 2020', 'Accepted: 24 November 2020', 'Published: 26 November 2020']"
2,https://www.mdpi.com/1422-0067/22/22/12279,"['Received: 28 September 2021', 'Revised: 3 November 2021', 'Accepted: 6 November 2021', 'Published: 13 November 2021']"
3,https://www.mdpi.com/2227-7102/12/1/15,"['Received: 13 September 2021', 'Revised: 6 December 2021', 'Accepted: 23 December 2021', 'Published: 29 December 2021']"
4,https://www.mdpi.com/1420-3049/27/1/200,"['Received: 17 August 2021', 'Revised: 15 November 2021', 'Accepted: 15 December 2021', 'Published: 29 December 2021']"
5,https://www.mdpi.com/1996-1073/15/1/226,"['Received: 9 November 2021', 'Revised: 21 December 2021', 'Accepted: 26 December 2021', 'Published: 29 December 2021']"
6,https://www.mdpi.com/2076-2615/12/1/76,"['Received: 20 October 2021', 'Revised: 2 December 2021', 'Accepted: 4 December 2021', 'Published: 30 December 2021']"
7,https://www.mdpi.com/1996-1073/15/1/249,"['Received: 22 November 2021', 'Revised: 25 December 2021', 'Accepted: 26 December 2021', 'Published: 30 December 2021']"
8,https://www.mdpi.com/1424-8220/22/1/269,"['Received: 3 December 2021', 'Revised: 24 December 2021', 'Accepted: 27 December 2021', 'Published: 30 December 2021']"
9,https://www.mdpi.com/1424-8220/22/1/271,"['Received: 25 November 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 30 December 2021']"
10,https://www.mdpi.com/2072-6694/14/1/180,"['Received: 5 December 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 30 December 2021']"
11,https://www.mdpi.com/1996-1073/15/1/252,"['Received: 2 November 2021', 'Revised: 22 December 2021', 'Accepted: 24 December 2021', 'Published: 30 December 2021']"
12,https://www.mdpi.com/1422-0067/23/1/412,"['Received: 13 December 2021', 'Revised: 27 December 2021', 'Accepted: 29 December 2021', 'Published: 30 December 2021']"
13,https://www.mdpi.com/2072-6694/14/1/183,"['Received: 16 November 2021', 'Revised: 18 December 2021', 'Accepted: 29 December 2021', 'Published: 30 December 2021']"
14,https://www.mdpi.com/2072-4292/14/1/161,"['Received: 25 November 2021', 'Revised: 21 December 2021', 'Accepted: 29 December 2021', 'Published: 30 December 2021']"
15,https://www.mdpi.com/2077-0383/11/1/207,"['Received: 30 November 2021', 'Revised: 15 December 2021', 'Accepted: 25 December 2021', 'Published: 31 December 2021']"
16,https://www.mdpi.com/2076-0817/11/1/42,"['Received: 3 November 2021', 'Revised: 23 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
17,https://www.mdpi.com/1996-1944/15/1/286,"['Received: 1 December 2021', 'Revised: 20 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
18,https://www.mdpi.com/2227-7390/10/1/116,"['Received: 28 November 2021', 'Revised: 22 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
19,https://www.mdpi.com/1999-4923/14/1/90,"['Received: 16 November 2021', 'Revised: 20 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
20,https://www.mdpi.com/2073-4360/14/1/154,"['Received: 11 December 2021', 'Revised: 24 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
21,https://www.mdpi.com/2072-666X/13/1/70,"['Received: 16 December 2021', 'Revised: 29 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
22,https://www.mdpi.com/2075-1729/12/1/52,"['Received: 21 July 2021', 'Revised: 21 December 2021', 'Accepted: 26 December 2021', 'Published: 31 December 2021']"
23,https://www.mdpi.com/2673-5318/3/1/4,"['Received: 14 November 2021', 'Revised: 22 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
24,https://www.mdpi.com/2073-4409/11/1/130,"['Received: 29 November 2021', 'Revised: 20 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
25,https://www.mdpi.com/2073-4425/13/1/98,"['Received: 6 December 2021', 'Revised: 23 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
26,https://www.mdpi.com/2072-6694/14/1/192,"['Received: 11 November 2021', 'Revised: 16 December 2021', 'Accepted: 20 December 2021', 'Published: 31 December 2021']"
27,https://www.mdpi.com/1996-1944/15/1/291,"['Received: 16 November 2021', 'Revised: 27 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
28,https://www.mdpi.com/2071-1050/14/1/418,"['Received: 20 September 2021', 'Revised: 9 December 2021', 'Accepted: 20 December 2021', 'Published: 31 December 2021']"
29,https://www.mdpi.com/2073-8994/14/1/49,"['Received: 27 November 2021', 'Revised: 22 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
30,https://www.mdpi.com/2077-0383/11/1/222,"['Received: 4 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
31,https://www.mdpi.com/2624-8611/4/1/2,"['Received: 30 September 2021', 'Revised: 20 December 2021', 'Accepted: 20 December 2021', 'Published: 31 December 2021']"
32,https://www.mdpi.com/2304-6732/9/1/23,"['Received: 26 November 2021', 'Revised: 23 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
33,https://www.mdpi.com/1648-9144/58/1/62,"['Received: 7 November 2021', 'Revised: 3 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
34,https://www.mdpi.com/2076-3417/12/1/381,"['Received: 30 November 2021', 'Revised: 14 December 2021', 'Accepted: 15 December 2021', 'Published: 31 December 2021']"
35,https://www.mdpi.com/2071-1050/14/1/416,"['Received: 3 November 2021', 'Revised: 25 December 2021', 'Accepted: 26 December 2021', 'Published: 31 December 2021']"
36,https://www.mdpi.com/2073-445X/11/1/58,"['Received: 10 December 2021', 'Revised: 29 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
37,https://www.mdpi.com/2073-4395/12/1/101,"['Received: 3 December 2021', 'Revised: 25 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
38,https://www.mdpi.com/2079-4991/12/1/141,"['Received: 5 December 2021', 'Revised: 24 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
39,https://www.mdpi.com/1660-4601/19/1/429,"['Received: 28 September 2021', 'Revised: 1 December 2021', 'Accepted: 18 December 2021', 'Published: 31 December 2021']"
40,https://www.mdpi.com/2072-6694/14/1/196,"['Received: 28 November 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
41,https://www.mdpi.com/2076-2615/12/1/87,"['Received: 8 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
42,https://www.mdpi.com/1420-3049/27/1/250,"['Received: 3 December 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
43,https://www.mdpi.com/2075-5309/12/1/29,"['Received: 22 November 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
44,https://www.mdpi.com/2073-4433/13/1/71,"['Received: 15 September 2021', 'Revised: 30 November 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
45,https://www.mdpi.com/2076-3921/11/1/104,"['Received: 20 November 2021', 'Revised: 24 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
46,https://www.mdpi.com/1422-0067/23/1/438,"['Received: 7 October 2021', 'Revised: 29 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
47,https://www.mdpi.com/2072-4292/14/1/167,"['Received: 15 November 2021', 'Revised: 29 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
48,https://www.mdpi.com/2311-5521/7/1/19,"['Received: 9 December 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
49,https://www.mdpi.com/2073-4344/12/1/42,"['Received: 13 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
50,https://www.mdpi.com/2076-2607/10/1/83,"['Received: 15 October 2021', 'Revised: 21 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
51,https://www.mdpi.com/1424-2818/14/1/25,"['Received: 9 November 2021', 'Revised: 16 December 2021', 'Accepted: 19 December 2021', 'Published: 31 December 2021']"
52,https://www.mdpi.com/2077-0383/11/1/223,"['Received: 27 November 2021', 'Revised: 18 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
53,https://www.mdpi.com/2227-9717/10/1/84,"['Received: 31 October 2021', 'Revised: 24 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
54,https://www.mdpi.com/2077-0375/12/1/59,"['Received: 18 November 2021', 'Revised: 19 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
55,https://www.mdpi.com/2071-1050/14/1/412,"['Received: 9 November 2021', 'Revised: 14 December 2021', 'Accepted: 20 December 2021', 'Published: 31 December 2021']"
56,https://www.mdpi.com/2079-7737/11/1/54,"['Received: 7 December 2021', 'Revised: 29 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
57,https://www.mdpi.com/2073-4409/11/1/131,"['Received: 10 December 2021', 'Revised: 26 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
58,https://www.mdpi.com/2227-9032/10/1/75,"['Received: 15 November 2021', 'Revised: 28 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
59,https://www.mdpi.com/2673-4583/5/1/66,['Published: 30 June 2021']
60,https://www.mdpi.com/2309-608X/8/1/40,"['Received: 8 December 2021', 'Revised: 30 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
61,https://www.mdpi.com/2673-4583/5/1/67,['Published: 14 July 2021']
62,https://www.mdpi.com/1422-0067/23/1/433,"['Received: 16 December 2021', 'Revised: 26 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
63,https://www.mdpi.com/2032-6653/13/1/13,"['Received: 25 September 2021', 'Revised: 9 December 2021', 'Accepted: 13 December 2021', 'Published: 31 December 2021']"
64,https://www.mdpi.com/2304-8158/11/1/103,"['Received: 11 November 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
65,https://www.mdpi.com/2075-5309/12/1/28,"['Received: 3 December 2021', 'Revised: 21 December 2021', 'Accepted: 23 December 2021', 'Published: 31 December 2021']"
66,https://www.mdpi.com/2077-0375/12/1/55,"['Received: 6 November 2021', 'Revised: 16 December 2021', 'Accepted: 22 December 2021', 'Published: 31 December 2021']"
67,https://www.mdpi.com/2218-273X/12/1/57,"['Received: 3 December 2021', 'Revised: 28 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
68,https://www.mdpi.com/1660-4601/19/1/426,"['Received: 30 November 2021', 'Revised: 20 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
69,https://www.mdpi.com/2076-3417/12/1/382,"['Received: 12 December 2021', 'Revised: 27 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
70,https://www.mdpi.com/2304-8158/11/1/101,"['Received: 25 November 2021', 'Revised: 21 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
71,https://www.mdpi.com/2076-3417/12/1/387,"['Received: 11 November 2021', 'Revised: 12 December 2021', 'Accepted: 13 December 2021', 'Published: 31 December 2021']"
72,https://www.mdpi.com/2073-8994/14/1/50,"['Received: 21 November 2021', 'Revised: 13 December 2021', 'Accepted: 15 December 2021', 'Published: 31 December 2021']"
73,https://www.mdpi.com/1099-4300/24/1/73,"['Received: 30 November 2021', 'Revised: 15 December 2021', 'Accepted: 22 December 2021', 'Published: 31 December 2021']"
74,https://www.mdpi.com/1099-4300/24/1/74,"['Received: 4 December 2021', 'Revised: 27 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
75,https://www.mdpi.com/2071-1050/14/1/414,"['Received: 8 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
76,https://www.mdpi.com/1996-1944/15/1/294,"['Received: 28 November 2021', 'Revised: 27 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
77,https://www.mdpi.com/2309-608X/8/1/42,"['Received: 3 October 2021', 'Revised: 24 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
78,https://www.mdpi.com/1999-4907/13/1/37,"['Received: 20 November 2021', 'Revised: 18 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
79,https://www.mdpi.com/2073-4395/12/1/99,"['Received: 17 November 2021', 'Revised: 18 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
80,https://www.mdpi.com/2309-608X/8/1/41,"['Received: 16 December 2021', 'Revised: 28 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
81,https://www.mdpi.com/2079-9292/11/1/128,"['Received: 28 November 2021', 'Revised: 28 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
82,https://www.mdpi.com/2075-5309/12/1/31,"['Received: 10 November 2021', 'Revised: 20 December 2021', 'Accepted: 30 December 2021', 'Published: 31 December 2021']"
83,https://www.mdpi.com/2073-4433/13/1/69,"['Received: 30 November 2021', 'Revised: 22 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
84,https://www.mdpi.com/2218-6581/11/1/6,"['Received: 5 November 2021', 'Revised: 17 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
85,https://www.mdpi.com/2073-4395/12/1/103,"['Received: 27 November 2021', 'Revised: 29 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
86,https://www.mdpi.com/2076-3425/12/1/64,"['Received: 20 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
87,https://www.mdpi.com/2304-8158/11/1/102,"['Received: 8 December 2021', 'Revised: 21 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
88,https://www.mdpi.com/2071-1050/14/1/426,"['Received: 15 November 2021', 'Revised: 19 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
89,https://www.mdpi.com/1422-0067/23/1/436,"['Received: 12 November 2021', 'Revised: 22 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
90,https://www.mdpi.com/1996-1944/15/1/297,"['Received: 1 December 2021', 'Revised: 25 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
91,https://www.mdpi.com/2071-1050/14/1/428,"['Received: 30 September 2021', 'Revised: 2 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
92,https://www.mdpi.com/2079-6382/11/1/50,"['Received: 20 October 2021', 'Revised: 22 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
93,https://www.mdpi.com/2076-393X/10/1/62,"['Received: 29 November 2021', 'Revised: 26 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
94,https://www.mdpi.com/2073-4425/13/1/99,"['Received: 16 December 2021', 'Revised: 27 December 2021', 'Accepted: 29 December 2021', 'Published: 31 December 2021']"
95,https://www.mdpi.com/2076-0752/11/1/9,"['Received: 13 September 2021', 'Revised: 13 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
96,https://www.mdpi.com/2410-387X/6/1/1,"['Received: 11 November 2021', 'Revised: 22 December 2021', 'Accepted: 24 December 2021', 'Published: 31 December 2021']"
97,https://www.mdpi.com/1996-1944/15/1/293,"['Received: 3 December 2021', 'Revised: 23 December 2021', 'Accepted: 27 December 2021', 'Published: 31 December 2021']"
98,https://www.mdpi.com/2077-0472/12/1/48,"['Received: 2 December 2021', 'Revised: 22 December 2021', 'Accepted: 23 December 2021', 'Published: 31 December 2021']"
99,https://www.mdpi.com/2071-1050/14/1/430,"['Received: 13 November 2021', 'Revised: 10 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
100,https://www.mdpi.com/1660-4601/19/1/428,"['Received: 2 November 2021', 'Revised: 25 December 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
101,https://www.mdpi.com/2076-3417/12/1/388,"['Received: 21 August 2021', 'Revised: 8 November 2021', 'Accepted: 28 December 2021', 'Published: 31 December 2021']"
